中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,27 ms,352 Mbps,45158 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,17 ms,1144 Mbps,146432 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,18 ms,1040 Mbps,133120 kB/s
107.172.98.6,443,107.172.98.6,US,San Jose,中转,29 ms,682 Mbps,87347 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,18 ms,77 Mbps,9917 kB/s
192.18.140.32,443,2603:c024:c001:187e:bf78:be6d:4:259b,US,San Jose,隧道,21 ms,1072 Mbps,137216 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,37 ms,724 Mbps,92672 kB/s
35.230.79.26,443,34.19.126.64,US,Seattle,隧道,36 ms,560 Mbps,71782 kB/s
34.82.76.253,443,34.127.109.144,US,Seattle,隧道,53 ms,568 Mbps,72806 kB/s
35.197.23.75,443,34.19.126.64,US,Seattle,隧道,35 ms,581 Mbps,74444 kB/s
129.153.119.97,443,129.153.119.97,US,Los Angeles,中转,19 ms,64 Mbps,8228 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,34 ms,676 Mbps,86528 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,56 ms,1048 Mbps,134144 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,40 ms,470 Mbps,60211 kB/s
192.9.138.241,443,192.9.138.241,,colo.txt:San Jose,中转,0 ms,1096 Mbps,140288 kB/s
198.46.193.167,443,198.46.193.167,US,Dallas,中转,33 ms,633 Mbps,81100 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,66 ms,316 Mbps,40448 kB/s
170.106.35.96,443,170.106.35.96,US,Ashburn,中转,57 ms,20 Mbps,2631 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,184 ms,120 Mbps,15462 kB/s
8.222.193.65,443,8.222.193.65,SG,Singapore,中转,174 ms,81 Mbps,10444 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,121 ms,51 Mbps,6612 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,148 ms,109 Mbps,14028 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,108 ms,155 Mbps,19865 kB/s
193.122.197.111,443,193.122.197.111,US,Ashburn,中转,74 ms,269 Mbps,34508 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,175 ms,2 Mbps,381 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,149 ms,117 Mbps,15052 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,67 ms,333 Mbps,42700 kB/s
129.153.213.8,443,129.153.213.8,US,Los Angeles,中转,27 ms,74 Mbps,9540 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,64 ms,336 Mbps,43008 kB/s
47.253.56.77,443,47.253.56.77,US,Ashburn,中转,77 ms,206 Mbps,26419 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,158 ms,121 Mbps,15564 kB/s
155.248.202.141,443,155.248.202.141,US,San Jose,中转,49 ms,64 Mbps,8316 kB/s
47.236.130.95,443,47.236.130.95,SG,Singapore,中转,187 ms,71 Mbps,9145 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,149 ms,108 Mbps,13824 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,146 ms,112 Mbps,14336 kB/s
64.110.103.69,443,64.110.103.69,JP,Osaka,中转,173 ms,13 Mbps,1733 kB/s
47.254.174.143,443,2a0b:21c0:100a:1b4:0:4c3d:b6eb:8d09,DE,Frankfurt,隧道,143 ms,135 Mbps,17305 kB/s
47.254.169.152,443,2606:f240:f00:eaf1:0:afe:c6a6:5427,US,Frankfurt,隧道,142 ms,84 Mbps,10854 kB/s
140.238.195.98,443,140.238.195.98,AU,Sydney,中转,156 ms,42 Mbps,5440 kB/s
8.219.201.245,443,8.219.201.245,SG,Singapore,中转,174 ms,80 Mbps,10342 kB/s
141.148.246.54,443,2606:f240:f00:eaf1:0:6988:5f86:872d,US,Frankfurt,隧道,152 ms,76 Mbps,9848 kB/s
141.147.74.20,443,141.147.74.20,GB,London,中转,138 ms,139 Mbps,17817 kB/s
192.9.177.204,443,192.9.177.204,AU,Sydney,中转,163 ms,106 Mbps,13619 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,144 ms,44 Mbps,5735 kB/s
8.219.111.175,443,8.219.111.175,SG,Singapore,中转,176 ms,74 Mbps,9560 kB/s
132.145.237.113,443,2a0b:21c0:1007:1cb:0:41e3:ff60:d06c,DE,Frankfurt,隧道,147 ms,123 Mbps,15769 kB/s
8.222.208.38,443,8.222.208.38,SG,Singapore,中转,176 ms,80 Mbps,10240 kB/s
44.230.218.23,443,54.212.217.183,US,,隧道,40 ms,224 Mbps,28672 kB/s
150.230.148.230,443,2a0b:21c0:100a:1b3:0:75ee:1b6:7c3f,DE,Frankfurt,隧道,149 ms,120 Mbps,15360 kB/s
89.168.118.76,443,89.168.118.76,DE,Frankfurt,中转,153 ms,39 Mbps,5100 kB/s
8.219.50.180,443,8.219.50.180,SG,Singapore,中转,173 ms,74 Mbps,9542 kB/s
143.47.243.33,443,2a0b:21c0:1007:1c7:0:205:22e0:4c86,DE,Frankfurt,隧道,151 ms,112 Mbps,14438 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,146 ms,121 Mbps,15564 kB/s
130.162.179.58,443,2a0b:21c0:1007:1c9:0:e08f:10e1:86c5,DE,Frankfurt,隧道,218 ms,112 Mbps,14336 kB/s
141.147.72.164,443,2606:f240:f00:2be4:0:2974:3e09:dcf6,US,Frankfurt,隧道,149 ms,108 Mbps,13824 kB/s
8.219.198.34,443,8.219.198.34,SG,Singapore,中转,250 ms,77 Mbps,9977 kB/s
18.236.13.188,443,204.110.220.101,US,,隧道,57 ms,72 Mbps,9232 kB/s
129.151.205.193,443,129.151.205.193,SE,Stockholm,中转,164 ms,97 Mbps,12492 kB/s
8.219.109.183,443,8.219.109.183,SG,Singapore,中转,174 ms,65 Mbps,8323 kB/s
129.154.50.159,443,129.154.50.159,KR,Tokyo,中转,143 ms,129 Mbps,16588 kB/s
8.218.207.169,443,8.218.207.169,HK,Hong Kong,中转,158 ms,6 Mbps,824 kB/s
149.129.8.215,443,47.254.26.25,US,San Jose,隧道,228 ms,3 Mbps,495 kB/s
141.147.163.68,443,141.147.163.68,JP,Tokyo,中转,161 ms,116 Mbps,14950 kB/s
8.219.237.250,443,8.219.237.250,SG,Singapore,中转,174 ms,112 Mbps,14336 kB/s
152.69.200.206,443,152.69.200.206,JP,Hong Kong,中转,163 ms,39 Mbps,5113 kB/s
204.110.220.3,443,204.110.220.19,US,,隧道,57 ms,536 Mbps,68710 kB/s
144.24.78.162,443,144.24.78.162,KR,Tokyo,中转,142 ms,88 Mbps,11264 kB/s
144.22.252.124,443,144.22.252.124,BR,São Paulo,中转,249 ms,96 Mbps,12390 kB/s
54.203.85.46,443,204.110.220.196,US,,隧道,86 ms,348 Mbps,44646 kB/s
103.137.63.3,443,61.224.66.131,TW,,隧道,251 ms,123 Mbps,15769 kB/s
3.138.59.154,443,3.13.180.72,US,,隧道,61 ms,303 Mbps,38809 kB/s
8.219.66.156,443,8.219.66.156,SG,Tokyo,中转,175 ms,86 Mbps,11059 kB/s
193.123.81.105,443,193.123.81.105,AE,Frankfurt,中转,248 ms,36 Mbps,4719 kB/s
44.224.24.91,443,44.224.24.91,US,,中转,35 ms,329 Mbps,42188 kB/s
34.69.150.180,443,34.69.150.180,US,,中转,61 ms,396 Mbps,50688 kB/s
18.130.168.34,443,18.130.168.34,GB,,中转,200 ms,142 Mbps,18227 kB/s
18.191.122.211,443,3.13.180.72,US,,隧道,65 ms,16 Mbps,2049 kB/s
129.159.241.172,443,129.159.241.172,DE,,中转,149 ms,52 Mbps,6720 kB/s
3.68.62.122,443,3.68.128.205,DE,,隧道,144 ms,116 Mbps,14848 kB/s
18.185.254.189,443,2a05:d014:ed:9600:f52b:ab01:6bb:bc9d,DE,,隧道,144 ms,90 Mbps,11571 kB/s
3.67.232.136,443,3.68.128.205,DE,,隧道,144 ms,113 Mbps,14540 kB/s
3.127.55.133,443,3.68.128.205,DE,,隧道,145 ms,115 Mbps,14745 kB/s
18.159.105.97,443,2a05:d014:ed:9600:f52b:ab01:6bb:bc9d,DE,,隧道,144 ms,115 Mbps,14745 kB/s
18.192.93.64,443,3.68.128.205,DE,,隧道,157 ms,109 Mbps,14028 kB/s
3.66.115.225,443,3.68.128.205,DE,,隧道,143 ms,142 Mbps,18227 kB/s
34.148.187.247,443,34.148.187.247,US,,中转,73 ms,365 Mbps,46796 kB/s
18.156.209.101,443,3.68.128.205,DE,,隧道,144 ms,133 Mbps,17100 kB/s
35.157.240.237,443,2a05:d014:ed:9600:f52b:ab01:6bb:bc9d,DE,,隧道,145 ms,132 Mbps,16896 kB/s
43.204.146.16,443,43.204.146.16,IN,,中转,240 ms,41 Mbps,5280 kB/s
141.145.199.188,443,141.145.199.188,FR,,中转,143 ms,114 Mbps,14643 kB/s
43.205.48.107,443,43.205.48.107,IN,,中转,237 ms,51 Mbps,6626 kB/s
47.90.141.204,443,91.149.239.72,US,Los Angeles,隧道,64 ms,33 Mbps,4317 kB/s
165.1.65.75,443,165.1.65.75,US,San Jose,中转,20 ms,440 Mbps,56320 kB/s
8.219.42.72,443,8.219.42.72,SG,Singapore,中转,174 ms,81 Mbps,10444 kB/s
8.219.84.214,443,8.219.84.214,SG,Singapore,中转,173 ms,79 Mbps,10137 kB/s
8.219.240.160,443,8.219.240.160,SG,Singapore,中转,1218 ms,0 Mbps,115 kB/s
8.219.200.145,443,8.219.200.145,SG,Singapore,中转,174 ms,53 Mbps,6844 kB/s
138.2.18.184,443,138.2.18.184,JP,Tokyo,中转,170 ms,1 Mbps,210 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,113 ms,7 Mbps,952 kB/s
8.219.222.98,443,8.219.222.98,SG,Singapore,中转,175 ms,80 Mbps,10342 kB/s
130.61.114.171,443,130.61.114.171,DE,Frankfurt,中转,148 ms,117 Mbps,15052 kB/s
