中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.240.62,443,129.146.240.62,US,Los Angeles,中转,60 ms,396 Mbps,50790 kB/s
47.253.86.6,443,47.253.86.6,US,Ashburn,中转,27 ms,420 Mbps,53760 kB/s
129.80.116.250,443,2603:c020:4008:16ca:19e9:40f5:b8a0:c008,US,Ashburn,隧道,18 ms,363 Mbps,46489 kB/s
144.21.51.121,443,2a0b:21c0:1007:1c7:0:47ec:9dfd:8372,DE,Frankfurt,隧道,108 ms,141 Mbps,18124 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,20 ms,72 Mbps,9277 kB/s
141.147.93.7,443,2a0b:21c0:1007:1cb:0:8a45:4301:d1c,DE,Frankfurt,隧道,107 ms,169 Mbps,21708 kB/s
144.21.51.110,443,144.21.51.110,GB,London,中转,94 ms,184 Mbps,23654 kB/s
140.238.65.48,443,140.238.65.48,GB,London,中转,111 ms,240 Mbps,30720 kB/s
138.2.164.7,443,2a0b:21c0:1007:c7:0:e741:7a75:438c,DE,Frankfurt,隧道,106 ms,200 Mbps,25702 kB/s
8.209.124.214,443,2a0b:21c0:1007:1ca:0:2251:f34:2c00,DE,Frankfurt,隧道,112 ms,187 Mbps,23961 kB/s
130.61.83.37,443,130.61.83.37,DE,Frankfurt,中转,106 ms,192 Mbps,24576 kB/s
130.61.64.223,443,2a0b:21c0:100a:1b6:0:6f37:584c:d753,DE,Frankfurt,隧道,106 ms,115 Mbps,14745 kB/s
143.47.253.60,443,2a0b:21c0:1007:c7:0:f8a3:ad79:80b5,DE,Frankfurt,隧道,122 ms,188 Mbps,24166 kB/s
138.2.168.210,443,2606:f240:f00:5a42:0:16fa:65df:9762,US,Frankfurt,隧道,106 ms,174 Mbps,22323 kB/s
150.136.121.64,443,2603:c020:4012:4388:c5e:f6e5:73e6:1535,US,Ashburn,隧道,24 ms,56 Mbps,7294 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,106 ms,99 Mbps,12697 kB/s
143.47.255.204,443,2606:f240:f00:a683:0:677a:1c24:b547,US,Frankfurt,隧道,128 ms,177 Mbps,22732 kB/s
150.230.34.116,443,104.28.201.73,US,San Jose,隧道,55 ms,380 Mbps,48640 kB/s
130.162.161.141,443,2a0b:21c0:100a:1f9:0:edde:81e4:8b4d,DE,Frankfurt,隧道,121 ms,104 Mbps,13312 kB/s
144.24.161.124,443,2606:f240:f00:46c4:0:ad33:24ab:ee03,US,Frankfurt,隧道,106 ms,100 Mbps,12902 kB/s
150.230.21.48,443,98.98.166.174,AE,Frankfurt,隧道,106 ms,182 Mbps,23347 kB/s
132.226.130.61,443,2a0b:21c0:1007:1c7:0:94e9:5870:a774,DE,Frankfurt,隧道,150 ms,179 Mbps,22937 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,100 ms,44 Mbps,5752 kB/s
172.104.110.10,443,2400:8902::f03c:93ff:fe50:723e,JP,Tokyo,隧道,148 ms,103 Mbps,13209 kB/s
152.67.78.184,443,152.67.78.184,CH,Frankfurt,中转,115 ms,40 Mbps,5197 kB/s
143.47.181.239,443,98.98.156.34,AE,Frankfurt,隧道,112 ms,110 Mbps,14131 kB/s
152.67.231.219,443,152.67.231.219,US,San Jose,中转,55 ms,46 Mbps,6015 kB/s
144.21.49.30,443,2a0b:21c0:100a:1b1:0:d53c:998f:12c,DE,Frankfurt,隧道,108 ms,110 Mbps,14131 kB/s
150.230.47.17,443,2603:c024:c002:1aaa::666,US,San Jose,隧道,54 ms,439 Mbps,56217 kB/s
144.24.74.51,443,144.24.74.51,KR,Seoul,中转,175 ms,87 Mbps,11161 kB/s
154.16.55.129,443,154.16.55.129,JP,Tokyo,中转,148 ms,84 Mbps,10752 kB/s
8.219.126.240,443,8.219.126.240,SG,Singapore,中转,214 ms,60 Mbps,7712 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,106 ms,164 Mbps,20992 kB/s
129.154.50.220,443,129.154.50.220,KR,Tokyo,中转,174 ms,83 Mbps,10649 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,215 ms,34 Mbps,4442 kB/s
138.2.61.180,443,104.28.206.113,JP,Osaka,隧道,203 ms,44 Mbps,5723 kB/s
154.31.113.72,443,2403:18c0:1000:6f:14f9:b1ff:fe87:8898,JP,Tokyo,隧道,148 ms,103 Mbps,13209 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,110 ms,244 Mbps,31334 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,200 ms,71 Mbps,9105 kB/s
193.123.35.138,443,163.123.193.24,DE,Frankfurt,隧道,105 ms,94 Mbps,12083 kB/s
204.216.218.114,443,204.216.218.114,IT,Milan,中转,115 ms,42 Mbps,5453 kB/s
138.2.154.91,443,2606:f240:f00:2be4:0:9150:29a:5da1,US,Frankfurt,隧道,106 ms,192 Mbps,24678 kB/s
141.147.112.157,443,2606:f240:f00:6acf:0:fa41:427e:83a5,US,Frankfurt,隧道,107 ms,186 Mbps,23859 kB/s
144.22.252.124,443,144.22.252.124,BR,S
