中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.202.158.120,443,35.202.158.120,US,Chicago,中转,15 ms,568 Mbps,72704 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,109 ms,196 Mbps,25088 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,62 ms,270 Mbps,34611 kB/s
35.197.23.75,443,35.233.204.31,US,Seattle,隧道,51 ms,454 Mbps,58163 kB/s
198.46.193.167,443,198.46.193.167,US,Dallas,中转,69 ms,599 Mbps,76697 kB/s
89.168.118.76,443,89.168.118.76,DE,Frankfurt,中转,143 ms,2 Mbps,299 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,54 ms,427 Mbps,54681 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,50 ms,345 Mbps,44236 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,28 ms,320 Mbps,40960 kB/s
150.136.241.40,443,150.136.241.40,,colo.txt:Ashburn,中转,0 ms,864 Mbps,110592 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,68 ms,319 Mbps,40857 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,52 ms,367 Mbps,47001 kB/s
170.106.35.96,443,170.106.35.96,US,Ashburn,中转,85 ms,25 Mbps,3286 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,58 ms,386 Mbps,49459 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,26 ms,546 Mbps,69939 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,106 ms,192 Mbps,24576 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,96 ms,223 Mbps,28569 kB/s
193.122.197.111,443,193.122.197.111,US,Ashburn,中转,35 ms,428 Mbps,54784 kB/s
158.101.210.88,443,2606:f240:f00:2be4:0:695e:7224:3fb2,US,Frankfurt,隧道,106 ms,186 Mbps,23859 kB/s
168.138.71.220,443,168.138.71.220,CA,Toronto,中转,42 ms,50 Mbps,6518 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,54 ms,47 Mbps,6037 kB/s
35.230.79.26,443,35.233.204.31,US,Seattle,隧道,52 ms,437 Mbps,56012 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,53 ms,384 Mbps,49152 kB/s
104.248.63.25,443,104.248.63.25,US,Newark,中转,77 ms,706 Mbps,90419 kB/s
104.131.1.43,443,2604:a880:800:10::ddf:b001,US,Newark,隧道,45 ms,720 Mbps,92262 kB/s
129.153.119.97,443,129.153.119.97,US,Los Angeles,中转,55 ms,47 Mbps,6073 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,101 ms,0 Mbps,101 kB/s
