中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
72.13.122.137,443,199.38.148.63,US,Ashburn,隧道,26 ms,463 Mbps,59289 kB/s
204.216.218.114,443,204.216.218.114,IT,Milan,中转,105 ms,44 Mbps,5697 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,20 ms,88 Mbps,11264 kB/s
150.136.87.192,443,150.136.87.192,US,Ashburn,中转,11 ms,65 Mbps,8371 kB/s
152.70.52.215,443,152.70.52.215,NL,Amsterdam,中转,83 ms,224 Mbps,28774 kB/s
129.80.123.71,443,2603:c020:4015:a57e:d0c4:7f84:4e62:d43,US,Ashburn,隧道,28 ms,103 Mbps,13209 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,10 ms,7 Mbps,974 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,68 ms,89 Mbps,11468 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,84 ms,40 Mbps,5246 kB/s
144.24.189.21,443,144.24.189.21,DE,Frankfurt,中转,89 ms,44 Mbps,5722 kB/s
152.67.231.226,443,2603:c024:c011:e604:b4a7:a00f:ce99:dfa9,US,San Jose,隧道,72 ms,264 Mbps,33894 kB/s
193.122.197.111,443,193.122.197.111,US,Ashburn,中转,12 ms,335 Mbps,42905 kB/s
129.153.223.37,443,129.153.223.37,US,Los Angeles,中转,65 ms,344 Mbps,44032 kB/s
8.211.54.130,443,8.211.54.130,DE,Frankfurt,中转,90 ms,37 Mbps,4776 kB/s
152.67.44.30,443,152.67.44.30,BR,Rio de Janeiro,中转,186 ms,49 Mbps,6368 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,91 ms,143 Mbps,18329 kB/s
158.101.175.51,443,158.101.175.51,DE,Frankfurt,中转,90 ms,46 Mbps,5950 kB/s
47.91.89.29,443,2606:f240:f00:6acf:0:1b6a:28d5:ee6c,US,Frankfurt,隧道,138 ms,231 Mbps,29593 kB/s
130.61.83.37,443,130.61.83.37,DE,Frankfurt,中转,90 ms,210 Mbps,26931 kB/s
130.61.239.203,443,130.61.239.203,DE,Frankfurt,中转,96 ms,113 Mbps,14540 kB/s
152.67.65.201,443,152.67.65.201,CH,Milan,中转,100 ms,35 Mbps,4591 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,82 ms,264 Mbps,33792 kB/s
141.144.197.111,443,141.144.197.111,NL,Amsterdam,中转,90 ms,215 Mbps,27545 kB/s
143.47.242.195,443,143.47.242.195,GB,London,中转,85 ms,44 Mbps,5653 kB/s
129.146.240.62,443,129.146.240.62,US,Los Angeles,中转,131 ms,139 Mbps,17817 kB/s
152.67.78.184,443,152.67.78.184,CH,Milan,中转,149 ms,43 Mbps,5510 kB/s
8.218.85.128,443,8.218.85.128,HK,Hong Kong,中转,210 ms,66 Mbps,8503 kB/s
144.22.252.124,443,144.22.252.124,BR,S
