中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
141.148.241.133,443,2606:f240:f00:46c4:0:b911:ceb0:e04d,US,Frankfurt,隧道,99 ms,120 Mbps,15462 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,37 ms,475 Mbps,60825 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,71 ms,288 Mbps,36864 kB/s
143.47.236.254,443,98.98.166.190,AE,Frankfurt,隧道,93 ms,151 Mbps,19353 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,97 ms,207 Mbps,26521 kB/s
193.122.197.111,443,193.122.197.111,US,Ashburn,中转,7 ms,391 Mbps,50073 kB/s
129.146.7.98,443,2a09:bac5:60eb:1173::1bd:8d,US,Los Angeles,隧道,64 ms,60 Mbps,7701 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,74 ms,143 Mbps,18329 kB/s
34.82.76.253,443,34.168.30.215,US,Seattle,隧道,67 ms,338 Mbps,43315 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,15 ms,713 Mbps,91340 kB/s
141.148.234.191,443,2a0b:21c0:1007:c8:0:db29:3852:51bf,DE,Frankfurt,隧道,94 ms,199 Mbps,25497 kB/s
35.230.79.26,443,34.83.26.184,US,Seattle,隧道,70 ms,312 Mbps,40038 kB/s
152.67.233.64,443,2603:c024:c004:dd3f:333e:3245:d0f3:9f67,US,San Jose,隧道,76 ms,71 Mbps,9168 kB/s
143.47.237.62,443,2606:f240:f00:83a7:0:1f17:d6ba:d31f,US,Frankfurt,隧道,91 ms,219 Mbps,28057 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,40 ms,595 Mbps,76185 kB/s
170.106.35.96,443,170.106.35.96,US,Ashburn,中转,66 ms,49 Mbps,6353 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,76 ms,238 Mbps,30515 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,69 ms,273 Mbps,35020 kB/s
35.197.23.75,443,34.83.26.184,US,Seattle,隧道,81 ms,270 Mbps,34611 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,64 ms,322 Mbps,41267 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,70 ms,299 Mbps,38297 kB/s
192.18.140.32,443,2603:c024:c001:187e:bf78:be6d:4:259b,US,San Jose,隧道,77 ms,254 Mbps,32563 kB/s
