中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
150.136.61.148,443,2603:c020:4009:349a:e5b2:21c2:5db7:b3d3,US,Ashburn,隧道,6 ms,75 Mbps,9691 kB/s
144.21.59.35,443,2a0b:21c0:1007:cb:0:f97c:d4e2:3c65,DE,Frankfurt,隧道,92 ms,166 Mbps,21299 kB/s
193.122.197.111,443,193.122.197.111,US,Ashburn,中转,5 ms,200 Mbps,25702 kB/s
144.24.160.5,443,2a0b:21c0:100a:1b2:0:4a2b:3e6:a2a4,DE,Frankfurt,隧道,90 ms,128 Mbps,16384 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,8 ms,7 Mbps,969 kB/s
141.147.67.70,443,98.98.156.10,AE,Frankfurt,隧道,94 ms,112 Mbps,14438 kB/s
138.2.141.245,443,2a0b:21c0:100a:1f9:0:cc6:70a9:de33,DE,Frankfurt,隧道,90 ms,116 Mbps,14950 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,6 ms,124 Mbps,15974 kB/s
141.147.78.84,443,98.98.166.190,AE,Frankfurt,隧道,93 ms,158 Mbps,20275 kB/s
129.80.123.71,443,2603:c020:4015:a57e:d0c4:7f84:4e62:d43,US,Ashburn,隧道,5 ms,92 Mbps,11878 kB/s
144.21.32.168,443,98.98.156.14,AE,Frankfurt,隧道,90 ms,120 Mbps,15360 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,84 ms,44 Mbps,5721 kB/s
192.9.159.65,443,192.9.159.65,US,San Jose,中转,68 ms,43 Mbps,5590 kB/s
150.230.117.43,443,2a0b:21c0:1007:c8:0:2598:fd73:cf26,DE,Frankfurt,隧道,93 ms,189 Mbps,24268 kB/s
144.24.189.21,443,144.24.189.21,DE,Frankfurt,中转,90 ms,50 Mbps,6462 kB/s
140.238.80.122,443,98.98.166.174,AE,Frankfurt,隧道,137 ms,214 Mbps,27443 kB/s
130.162.174.34,443,2a0b:21c0:1007:1ca:0:ce3a:bd41:3f15,DE,Frankfurt,隧道,97 ms,215 Mbps,27545 kB/s
204.216.218.114,443,204.216.218.114,IT,Milan,中转,97 ms,54 Mbps,6960 kB/s
144.21.51.110,443,144.21.51.110,GB,London,中转,80 ms,258 Mbps,33075 kB/s
141.144.203.153,443,2a0b:21c0:100a:1b7:0:527b:ac01:bd8d,DE,Frankfurt,隧道,90 ms,132 Mbps,16998 kB/s
129.146.220.190,443,129.146.220.190,US,Los Angeles,中转,62 ms,96 Mbps,12288 kB/s
143.47.235.7,443,2a0b:21c0:1007:1cb:0:d6f9:ad03:9b16,DE,Frankfurt,隧道,94 ms,176 Mbps,22630 kB/s
144.21.58.113,443,2a0b:21c0:1007:1ca:0:ee2a:bd4b:6293,DE,Frankfurt,隧道,99 ms,219 Mbps,28057 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,173 ms,264 Mbps,33792 kB/s
141.144.197.111,443,141.144.197.111,NL,Amsterdam,中转,84 ms,241 Mbps,30924 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,136 ms,48 Mbps,6163 kB/s
