中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
158.101.219.68,443,2a0b:21c0:1007:c7:0:9d43:8dcb:80d7,DE,Frankfurt,隧道,106 ms,149 Mbps,19148 kB/s
150.136.241.40,443,150.136.241.40,US,Ashburn,中转,21 ms,781 Mbps,100044 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,110 ms,175 Mbps,22425 kB/s
143.47.234.165,443,2a0b:21c0:100a:1b6:0:866e:3469:4727,DE,Frankfurt,隧道,113 ms,104 Mbps,13414 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,124 ms,7 Mbps,929 kB/s
141.147.101.225,443,2a0b:21c0:100a:1b7:0:6250:eeed:98be,DE,Frankfurt,隧道,109 ms,97 Mbps,12492 kB/s
152.67.130.72,443,98.98.166.182,AE,Frankfurt,隧道,112 ms,125 Mbps,16076 kB/s
152.70.174.168,443,98.98.156.30,AE,Frankfurt,隧道,111 ms,105 Mbps,13516 kB/s
193.122.197.111,443,193.122.197.111,US,Ashburn,中转,31 ms,372 Mbps,47616 kB/s
152.67.254.70,443,152.67.254.70,US,San Jose,中转,53 ms,3 Mbps,426 kB/s
141.144.224.201,443,2a0b:21c0:1007:ca:0:2fcd:818:5623,DE,Frankfurt,隧道,106 ms,125 Mbps,16076 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,52 ms,379 Mbps,48537 kB/s
132.145.152.194,443,132.145.152.194,US,Ashburn,中转,19 ms,310 Mbps,39731 kB/s
152.70.48.241,443,2a0b:21c0:1007:ca:0:9587:cc6c:1be9,DE,Frankfurt,隧道,108 ms,113 Mbps,14540 kB/s
141.148.239.82,443,2a0b:21c0:100a:1b4:0:e201:85db:f2b0,DE,Frankfurt,隧道,108 ms,100 Mbps,12902 kB/s
141.147.23.105,443,2a0b:21c0:1007:c7:0:6237:51a0:6179,DE,Frankfurt,隧道,105 ms,132 Mbps,16998 kB/s
130.162.184.173,443,130.162.184.173,GB,London,中转,95 ms,45 Mbps,5844 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,14 ms,108 Mbps,13926 kB/s
141.147.97.37,443,141.147.97.37,GB,London,中转,105 ms,214 Mbps,27443 kB/s
152.70.51.31,443,2606:f240:f00:6acf:0:4c49:a780:72f7,US,Frankfurt,隧道,106 ms,181 Mbps,23244 kB/s
141.148.237.169,443,2606:f240:f00:2be4:0:76f8:3601:2152,US,Amsterdam,隧道,107 ms,168 Mbps,21504 kB/s
