中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.7.98,443,2a09:bac1:7680:e18::c:367,US,Los Angeles,隧道,17 ms,87 Mbps,11161 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,28 ms,361 Mbps,46284 kB/s
107.172.98.6,443,2001:470:c:30a::2,US,Los Angeles,隧道,25 ms,527 Mbps,67481 kB/s
34.82.76.253,443,34.168.30.215,US,Seattle,隧道,37 ms,560 Mbps,71680 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,22 ms,720 Mbps,92262 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,28 ms,904 Mbps,115712 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,64 ms,608 Mbps,77926 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,18 ms,1016 Mbps,130048 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,109 ms,184 Mbps,23654 kB/s
35.197.23.75,443,34.145.46.165,US,Seattle,隧道,39 ms,532 Mbps,68198 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,33 ms,984 Mbps,125952 kB/s
129.153.119.97,443,129.153.119.97,US,Los Angeles,中转,57 ms,74 Mbps,9540 kB/s
198.46.193.167,443,198.46.193.167,US,Dallas,中转,61 ms,618 Mbps,79155 kB/s
35.230.79.26,443,34.145.46.165,US,Seattle,隧道,39 ms,551 Mbps,70553 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,98 ms,404 Mbps,51712 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,141 ms,132 Mbps,16998 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,37 ms,500 Mbps,64102 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,142 ms,49 Mbps,6355 kB/s
89.168.118.76,443,89.168.118.76,DE,Frankfurt,中转,150 ms,46 Mbps,6009 kB/s
150.136.241.40,443,150.136.241.40,US,Ashburn,中转,69 ms,334 Mbps,42803 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,60 ms,368 Mbps,47104 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,54 ms,421 Mbps,53964 kB/s
170.106.35.96,443,170.106.35.96,US,Ashburn,中转,81 ms,21 Mbps,2737 kB/s
64.110.103.69,443,64.110.103.69,JP,Osaka,中转,164 ms,41 Mbps,5335 kB/s
193.122.197.111,443,193.122.197.111,336 Mbps,43008 kB/s
193.122.197.111,,,隧道,0 ms,null Mbps,null kB/s
47.236.130.95,443,47.236.130.95,SG,Singapore,中转,175 ms,3 Mbps,445 kB/s
8.211.4.211,443,2a0b:21c0:100a:1b5:0:e2e8:90b8:c148,DE,Frankfurt,隧道,139 ms,83 Mbps,10649 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,149 ms,72 Mbps,9322 kB/s
141.147.68.249,443,98.98.166.202,AE,Frankfurt,隧道,148 ms,96 Mbps,12390 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,164 ms,123 Mbps,15769 kB/s
8.219.201.245,443,8.219.201.245,SG,Singapore,中转,174 ms,73 Mbps,9410 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,149 ms,113 Mbps,14540 kB/s
138.3.222.135,443,138.3.222.135,JP,Tokyo,中转,160 ms,39 Mbps,5093 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,175 ms,3 Mbps,398 kB/s
168.138.201.0,443,168.138.201.0,JP,Tokyo,中转,170 ms,35 Mbps,4509 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,149 ms,116 Mbps,14950 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,139 ms,125 Mbps,16076 kB/s
8.222.193.65,443,8.222.193.65,SG,Singapore,中转,175 ms,71 Mbps,9139 kB/s
158.101.206.64,443,2606:f240:f00:6acf:0:440b:b97c:82d8,US,Frankfurt,隧道,156 ms,111 Mbps,14233 kB/s
152.70.52.215,443,152.70.52.215,NL,Amsterdam,中转,149 ms,101 Mbps,13004 kB/s
8.219.78.1,443,8.219.78.1,SG,Singapore,中转,177 ms,73 Mbps,9391 kB/s
146.56.161.229,443,146.56.161.229,KR,Tokyo,中转,134 ms,142 Mbps,18227 kB/s
138.2.56.246,443,138.2.56.246,JP,Osaka,中转,164 ms,105 Mbps,13516 kB/s
141.147.53.5,443,98.98.166.178,AE,Frankfurt,隧道,220 ms,104 Mbps,13414 kB/s
47.245.33.33,443,47.245.33.33,JP,Tokyo,中转,121 ms,37 Mbps,4841 kB/s
129.154.50.220,443,129.154.50.220,KR,Seoul,中转,139 ms,131 Mbps,16793 kB/s
8.209.111.141,443,2606:f240:f00:eaf1:0:9d74:7af8:6d4d,US,Frankfurt,隧道,139 ms,81 Mbps,10444 kB/s
150.230.249.48,443,150.230.249.48,KR,Seoul,中转,139 ms,126 Mbps,16179 kB/s
141.147.92.146,443,2606:f240:f00:2be4:0:4a16:5470:2f82,US,Frankfurt,隧道,147 ms,125 Mbps,16076 kB/s
152.67.139.78,443,98.98.156.10,AE,Frankfurt,隧道,155 ms,73 Mbps,9345 kB/s
103.137.63.3,443,122.118.157.248,TW,,隧道,155 ms,113 Mbps,14540 kB/s
8.211.6.216,443,2606:f240:f00:b2ed:0:be59:526c:4517,US,Frankfurt,隧道,138 ms,102 Mbps,13107 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,138 ms,115 Mbps,14745 kB/s
152.70.163.156,443,2a0b:21c0:100a:1f9:0:4df2:f67c:37dc,DE,Frankfurt,隧道,149 ms,81 Mbps,10444 kB/s
8.219.240.160,443,8.219.240.160,SG,Singapore,中转,177 ms,11 Mbps,1434 kB/s
155.248.160.45,443,128.14.104.155,US,Singapore,隧道,342 ms,78 Mbps,10035 kB/s
8.219.111.175,443,8.219.111.175,SG,Singapore,中转,176 ms,62 Mbps,8028 kB/s
152.67.136.243,443,2606:f240:f00:5a42:0:9f45:c9c4:5303,US,Frankfurt,隧道,149 ms,112 Mbps,14438 kB/s
