中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
150.230.127.126,443,2a0b:21c0:1007:1c7:0:d1dd:b10f:4106,DE,Frankfurt,隧道,97 ms,112 Mbps,14438 kB/s
141.147.97.37,443,141.147.97.37,GB,London,中转,84 ms,242 Mbps,31027 kB/s
47.254.65.110,443,47.254.65.110,US,San Jose,中转,73 ms,1 Mbps,170 kB/s
168.138.66.11,443,168.138.66.11,CA,Toronto,中转,29 ms,67 Mbps,8668 kB/s
193.122.197.111,443,193.122.197.111,US,Ashburn,中转,31 ms,421 Mbps,53964 kB/s
141.144.202.31,443,98.98.166.198,AE,Frankfurt,隧道,89 ms,120 Mbps,15462 kB/s
138.3.251.90,443,98.98.156.22,AE,Frankfurt,隧道,91 ms,112 Mbps,14336 kB/s
150.136.241.40,443,150.136.241.40,US,Ashburn,中转,36 ms,976 Mbps,124928 kB/s
144.24.182.20,443,98.98.166.194,AE,Frankfurt,隧道,91 ms,125 Mbps,16076 kB/s
47.91.76.79,443,2a0b:21c0:1007:c9:0:8382:bbc7:ba64,DE,Frankfurt,隧道,90 ms,126 Mbps,16179 kB/s
130.162.183.168,443,98.98.166.170,AE,Frankfurt,隧道,98 ms,108 Mbps,13824 kB/s
141.147.84.124,443,2a0b:21c0:1007:1c8:0:dd84:2fa3:2491,DE,Frankfurt,隧道,97 ms,109 Mbps,14028 kB/s
47.254.144.89,443,2a0b:21c0:1007:c7:0:aa11:3fb0:26f6,DE,Frankfurt,隧道,90 ms,127 Mbps,16281 kB/s
152.70.55.237,443,2a0b:21c0:100a:1f9:0:ee6f:e383:849e,DE,Frankfurt,隧道,91 ms,103 Mbps,13209 kB/s
47.254.158.20,443,2a0b:21c0:100a:1f9:0:1184:764e:9cd2,DE,Frankfurt,隧道,89 ms,120 Mbps,15360 kB/s
150.230.146.246,443,2a0b:21c0:100a:1b7:0:b278:e7cb:63d9,DE,Frankfurt,隧道,91 ms,109 Mbps,14028 kB/s
150.136.61.148,443,2603:c020:4009:349a:e5b2:21c2:5db7:b3d3,US,Ashburn,隧道,109 ms,61 Mbps,7924 kB/s
141.147.50.221,443,98.98.166.178,AE,Frankfurt,隧道,160 ms,121 Mbps,15564 kB/s
138.2.156.60,443,2a0b:21c0:100a:1f9:0:7767:c983:1dc7,DE,Frankfurt,隧道,90 ms,124 Mbps,15872 kB/s
152.67.65.201,443,152.67.65.201,CH,Milan,中转,99 ms,42 Mbps,5454 kB/s
129.159.193.119,443,2a0b:21c0:1007:1ca:0:8086:5b9d:e507,DE,Frankfurt,隧道,91 ms,132 Mbps,16998 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,91 ms,227 Mbps,29081 kB/s
152.67.78.184,443,152.67.78.184,CH,Milan,中转,113 ms,41 Mbps,5373 kB/s
141.147.77.216,443,2a0b:21c0:1007:c8:0:4836:c442:81b4,DE,Frankfurt,隧道,161 ms,128 Mbps,16486 kB/s
141.148.232.6,443,2a0b:21c0:1007:1ca:0:f7b8:aada:ea08,DE,Frankfurt,隧道,90 ms,116 Mbps,14848 kB/s
8.211.60.12,443,2606:f240:f00:6acf:0:8418:6118:2a4,US,Frankfurt,隧道,163 ms,176 Mbps,22528 kB/s
47.91.77.138,443,2a0b:21c0:1007:ca:0:58dd:bb6d:c8ce,DE,Frankfurt,隧道,93 ms,126 Mbps,16179 kB/s
168.138.71.220,443,168.138.71.220,CA,Toronto,中转,43 ms,44 Mbps,5674 kB/s
130.162.247.41,443,2a0b:21c0:100a:1b4:0:743d:a84d:1799,DE,Frankfurt,隧道,91 ms,132 Mbps,16896 kB/s
130.162.38.16,443,98.98.166.170,AE,Frankfurt,隧道,90 ms,132 Mbps,16896 kB/s
141.148.226.192,443,2a0b:21c0:1007:1ca:0:4110:af12:e6db,DE,Frankfurt,隧道,91 ms,163 Mbps,20889 kB/s
130.162.171.157,443,2a0b:21c0:1007:cb:0:173f:5be9:e0e4,DE,Frankfurt,隧道,97 ms,129 Mbps,16588 kB/s
141.147.42.242,443,2606:f240:f00:83a7:0:f53d:f1b4:d4cb,US,Frankfurt,隧道,97 ms,225 Mbps,28876 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,94 ms,46 Mbps,5963 kB/s
141.148.232.79,443,2a0b:21c0:1007:cb:0:aed5:c5bf:8f15,DE,Frankfurt,隧道,260 ms,121 Mbps,15564 kB/s
132.226.196.107,443,163.123.193.4,DE,Frankfurt,隧道,91 ms,231 Mbps,29593 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,92 ms,136 Mbps,17408 kB/s
