中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
143.47.251.137,443,2a0b:21c0:1007:1c7:0:5653:9847:24b2,DE,Frankfurt,隧道,93 ms,114 Mbps,14643 kB/s
158.101.207.95,443,2a0b:21c0:100a:1b4:0:6a2a:d1b4:b920,DE,Frankfurt,隧道,86 ms,112 Mbps,14336 kB/s
152.70.52.215,443,152.70.52.215,NL,Amsterdam,中转,81 ms,224 Mbps,28774 kB/s
8.219.50.180,443,8.219.50.180,SG,Singapore,中转,229 ms,59 Mbps,7629 kB/s
8.219.190.62,443,8.219.190.62,SG,Singapore,中转,226 ms,58 Mbps,7502 kB/s
192.18.159.129,443,192.18.159.129,CA,Toronto,中转,27 ms,76 Mbps,9791 kB/s
144.21.51.110,443,144.21.51.110,GB,Brussels,中转,81 ms,249 Mbps,31948 kB/s
132.226.210.91,443,2a0b:21c0:100a:1fa:0:562d:f7d1:e09c,DE,Frankfurt,隧道,89 ms,120 Mbps,15360 kB/s
47.90.141.204,443,91.149.239.234,US,Los Angeles,隧道,2 ms,32 Mbps,4168 kB/s
130.162.240.86,443,2a0b:21c0:1007:1cb:0:49df:7265:73a3,DE,Frankfurt,隧道,87 ms,131 Mbps,16793 kB/s
141.144.232.159,443,141.144.232.159,DE,Frankfurt,中转,86 ms,48 Mbps,6239 kB/s
130.162.168.171,443,98.98.156.30,AE,Frankfurt,隧道,93 ms,109 Mbps,14028 kB/s
143.47.185.243,443,2a0b:21c0:1007:1c7:0:1608:7fbf:f6ee,DE,Frankfurt,隧道,86 ms,105 Mbps,13516 kB/s
141.148.227.217,443,163.123.193.4,DE,Frankfurt,隧道,88 ms,215 Mbps,27545 kB/s
104.248.63.25,443,104.248.63.25,US,Newark,中转,36 ms,1552 Mbps,198656 kB/s
141.144.233.27,443,98.98.156.34,AE,Frankfurt,隧道,87 ms,110 Mbps,14131 kB/s
8.219.0.162,443,8.219.0.162,SG,Singapore,中转,224 ms,57 Mbps,7299 kB/s
152.70.48.71,443,2a0b:21c0:100a:1b3:0:b61e:8abd:1beb,DE,Frankfurt,隧道,86 ms,112 Mbps,14336 kB/s
143.47.248.201,443,2a0b:21c0:100a:1b2:0:2fcf:674c:f0d3,DE,Frankfurt,隧道,97 ms,108 Mbps,13824 kB/s
141.147.46.228,443,2a0b:21c0:100a:1b7:0:698c:b510:f37c,DE,Frankfurt,隧道,87 ms,125 Mbps,16076 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,74 ms,216 Mbps,27750 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,108 ms,47 Mbps,6112 kB/s
158.101.204.175,443,2a0b:21c0:100a:1f9:0:b0da:7e38:963c,DE,Frankfurt,隧道,86 ms,115 Mbps,14745 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,73 ms,260 Mbps,33382 kB/s
150.230.121.225,443,2a0b:21c0:1007:1c8:0:9fc6:6a43:bbca,DE,Frankfurt,隧道,93 ms,178 Mbps,22835 kB/s
8.222.193.65,443,8.222.193.65,SG,Singapore,中转,262 ms,55 Mbps,7136 kB/s
138.2.146.143,443,98.98.166.194,AE,Frankfurt,隧道,94 ms,118 Mbps,15155 kB/s
141.147.20.184,443,2a0b:21c0:1007:cb:0:d01e:15b0:aab7,DE,Frankfurt,隧道,87 ms,120 Mbps,15360 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,109 ms,33 Mbps,4336 kB/s
141.147.68.216,443,2a0b:21c0:100a:1b5:0:601d:cd6c:1616,DE,Frankfurt,隧道,94 ms,120 Mbps,15360 kB/s
144.21.34.77,443,2a0b:21c0:100a:1b6:0:c94:a0ca:61b0,DE,Frankfurt,隧道,86 ms,132 Mbps,16896 kB/s
152.70.59.74,443,2a0b:21c0:1007:ca:0:725e:d000:7eca,DE,Frankfurt,隧道,88 ms,131 Mbps,16793 kB/s
47.91.92.116,443,2606:f240:f00:46c4:0:beb5:6149:82e3,US,Frankfurt,隧道,87 ms,129 Mbps,16588 kB/s
152.70.59.187,443,2a0b:21c0:1007:ca:0:4f04:f3be:f75,DE,Frankfurt,隧道,86 ms,136 Mbps,17408 kB/s
130.162.63.70,443,2a0b:21c0:100a:1fa:0:3c5a:bf44:286,DE,Frankfurt,隧道,91 ms,124 Mbps,15872 kB/s
8.219.42.72,443,8.219.42.72,SG,Singapore,中转,223 ms,65 Mbps,8432 kB/s
130.162.218.166,443,2606:f240:f00:5a42:0:5c80:71f7:6e9b,US,Frankfurt,隧道,99 ms,228 Mbps,29184 kB/s
138.2.134.218,443,2a0b:21c0:100a:1b6:0:74f7:e93f:bc1c,DE,Frankfurt,隧道,106 ms,124 Mbps,15872 kB/s
130.61.239.203,443,130.61.239.203,DE,Frankfurt,中转,108 ms,109 Mbps,14028 kB/s
144.22.252.124,443,144.22.252.124,BR,São Paulo,中转,127 ms,143 Mbps,18329 kB/s
132.145.66.204,443,163.123.193.24,DE,Frankfurt,隧道,91 ms,118 Mbps,15155 kB/s
130.162.184.173,443,130.162.184.173,GB,London,中转,80 ms,46 Mbps,5994 kB/s
141.147.115.198,443,2606:f240:f00:a683:0:7161:a64e:8b94,US,Frankfurt,隧道,90 ms,216 Mbps,27750 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,87 ms,168 Mbps,21606 kB/s
141.147.41.69,443,98.98.156.30,AE,Frankfurt,隧道,89 ms,112 Mbps,14438 kB/s
141.147.58.7,443,2a0b:21c0:1007:cb:0:e160:6273:f4e3,DE,Frankfurt,隧道,90 ms,128 Mbps,16486 kB/s
8.211.23.79,443,2606:f240:f00:6acf:0:e2a4:1ee3:4401,US,Frankfurt,隧道,90 ms,188 Mbps,24166 kB/s
152.67.134.84,443,2a0b:21c0:100a:1b6:0:12d8:bb43:c0f0,DE,Frankfurt,隧道,93 ms,100 Mbps,12902 kB/s
143.47.245.61,443,2606:f240:f00:2be4:0:158f:92bd:2060,US,Frankfurt,隧道,92 ms,195 Mbps,24985 kB/s
130.162.191.94,443,2606:f240:f00:6acf:0:9777:2123:c703,US,Frankfurt,隧道,87 ms,230 Mbps,29491 kB/s
