中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
152.67.249.123,443,152.67.249.123,US,San Jose,中转,7 ms,984 Mbps,125952 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,56 ms,296 Mbps,37990 kB/s
192.9.159.65,443,192.9.159.65,US,San Jose,中转,45 ms,63 Mbps,8156 kB/s
138.2.56.246,443,138.2.56.246,JP,Osaka,中转,150 ms,103 Mbps,13209 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,58 ms,49 Mbps,6380 kB/s
193.122.197.111,443,193.122.197.111,US,Ashburn,中转,73 ms,278 Mbps,35635 kB/s
130.61.239.203,443,130.61.239.203,DE,Frankfurt,中转,153 ms,92 Mbps,11878 kB/s
141.147.109.67,443,2a0b:21c0:100a:1fa:0:9b5c:a4f9:a76a,DE,Frankfurt,隧道,154 ms,104 Mbps,13312 kB/s
132.226.206.108,443,2a0b:21c0:100a:1b4:0:cb92:e63:953c,DE,Frankfurt,隧道,153 ms,99 Mbps,12697 kB/s
152.67.222.167,443,152.67.222.167,KR,Seoul,中转,132 ms,44 Mbps,5689 kB/s
129.154.50.159,443,129.154.50.159,KR,Seoul,中转,130 ms,132 Mbps,16896 kB/s
144.21.58.113,443,2a0b:21c0:1007:1ca:0:ee2a:bd4b:6293,DE,Frankfurt,隧道,163 ms,107 Mbps,13721 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,150 ms,40 Mbps,5122 kB/s
193.122.110.171,443,193.122.110.171,KR,Tokyo,中转,129 ms,40 Mbps,5213 kB/s
204.216.218.114,443,204.216.218.114,IT,Milan,中转,166 ms,40 Mbps,5136 kB/s
144.24.160.5,443,2a0b:21c0:100a:1b2:0:4a2b:3e6:a2a4,DE,Frankfurt,隧道,159 ms,78 Mbps,10035 kB/s
144.24.78.162,443,144.24.78.162,KR,Seoul,中转,130 ms,66 Mbps,8500 kB/s
138.2.18.184,443,138.2.18.184,JP,Tokyo,中转,154 ms,39 Mbps,5048 kB/s
158.101.221.41,443,2a0b:21c0:1007:c7:0:b094:a825:d2b2,DE,Frankfurt,隧道,155 ms,103 Mbps,13209 kB/s
141.147.65.104,443,2a0b:21c0:1007:cb:0:26ab:a52b:79d4,DE,Frankfurt,隧道,154 ms,64 Mbps,8251 kB/s
138.2.141.245,443,2a0b:21c0:100a:1f9:0:cc6:70a9:de33,DE,Frankfurt,隧道,153 ms,101 Mbps,13004 kB/s
131.186.62.248,443,131.186.62.248,JP,Tokyo,中转,149 ms,120 Mbps,15462 kB/s
141.148.232.110,443,2a0b:21c0:100a:1b6:0:5b03:c6cf:d142,DE,Frankfurt,隧道,155 ms,122 Mbps,15667 kB/s
152.70.52.215,443,152.70.52.215,NL,Amsterdam,中转,165 ms,129 Mbps,16588 kB/s
141.147.79.98,443,98.98.166.174,AE,Frankfurt,隧道,155 ms,119 Mbps,15257 kB/s
152.67.151.215,443,2a0b:21c0:1007:c7:0:e4ec:dd4e:e45,DE,Frankfurt,隧道,216 ms,117 Mbps,15052 kB/s
130.162.185.48,443,2a0b:21c0:100a:1b0:0:430e:f8d6:f63f,DE,Frankfurt,隧道,157 ms,75 Mbps,9690 kB/s
141.144.249.115,443,2a0b:21c0:100a:1f9:0:1af3:3b0c:9ed1,DE,Frankfurt,隧道,164 ms,109 Mbps,14028 kB/s
8.219.222.98,443,8.219.222.98,SG,Singapore,中转,206 ms,90 Mbps,11571 kB/s
132.145.232.171,443,2a0b:21c0:100a:1b2:0:d8b8:80b5:faea,DE,Frankfurt,隧道,162 ms,113 Mbps,14540 kB/s
8.219.67.133,443,8.219.67.133,SG,Singapore,中转,172 ms,65 Mbps,8382 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,168 ms,46 Mbps,5930 kB/s
130.162.133.132,443,128.14.110.206,US,Singapore,隧道,187 ms,84 Mbps,10854 kB/s
8.218.63.172,443,8.218.63.172,HK,Hong Kong,中转,152 ms,6 Mbps,819 kB/s
141.147.93.134,443,2a0b:21c0:1007:1cb:0:2c07:688f:69a0,DE,Frankfurt,隧道,154 ms,111 Mbps,14233 kB/s
143.47.183.95,443,2a0b:21c0:1007:cb:0:d120:f771:bae5,DE,Frankfurt,隧道,158 ms,110 Mbps,14131 kB/s
47.242.202.230,443,47.242.202.230,HK,Hong Kong,中转,253 ms,97 Mbps,12492 kB/s
141.147.163.68,443,141.147.163.68,JP,Tokyo,中转,150 ms,117 Mbps,15052 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,150 ms,41 Mbps,5334 kB/s
