中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
170.106.35.96,443,170.106.35.96,US,Ashburn,中转,141 ms,27 Mbps,3581 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,32 ms,431 Mbps,55193 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,31 ms,520 Mbps,66662 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,71 ms,283 Mbps,36249 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,87 ms,236 Mbps,30310 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,86 ms,47 Mbps,6036 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,70 ms,285 Mbps,36556 kB/s
198.46.188.190,443,2a09:bac5:a5fb:7cd::c7:c,US,Buffalo,隧道,27 ms,92 Mbps,11776 kB/s
129.154.50.220,443,129.154.50.220,KR,Seoul,中转,192 ms,77 Mbps,9923 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,72 ms,375 Mbps,48025 kB/s
193.122.197.111,443,193.122.197.111,US,Ashburn,中转,30 ms,341 Mbps,43724 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,62 ms,47 Mbps,6052 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,225 ms,2 Mbps,327 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,75 ms,312 Mbps,39936 kB/s
35.197.23.75,443,34.83.26.184,US,Seattle,隧道,73 ms,329 Mbps,42188 kB/s
198.46.193.167,443,198.46.193.167,US,Dallas,中转,56 ms,549 Mbps,70348 kB/s
192.18.140.32,443,2603:c024:c001:187e:bf78:be6d:4:259b,US,San Jose,隧道,81 ms,295 Mbps,37785 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,71 ms,328 Mbps,42086 kB/s
107.172.98.6,443,2001:470:c:30a::2,US,Los Angeles,隧道,70 ms,330 Mbps,42291 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,89 ms,236 Mbps,30208 kB/s
47.90.141.204,443,91.149.239.62,US,Los Angeles,隧道,78 ms,34 Mbps,4403 kB/s
89.168.118.76,443,89.168.118.76,DE,Frankfurt,中转,153 ms,48 Mbps,6155 kB/s
43.131.49.250,443,43.131.49.250,DE,Frankfurt,中转,89 ms,239 Mbps,30617 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,93 ms,234 Mbps,30003 kB/s
138.2.166.22,443,2606:f240:f00:46c4:0:84d5:d5dc:d93,US,Frankfurt,隧道,87 ms,124 Mbps,15872 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,160 ms,119 Mbps,15257 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,70 ms,232 Mbps,29798 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,86 ms,84 Mbps,10854 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,78 ms,277 Mbps,35532 kB/s
35.230.79.26,443,34.83.26.184,US,Seattle,隧道,72 ms,292 Mbps,37376 kB/s
34.82.76.253,443,34.168.30.215,US,Seattle,隧道,67 ms,299 Mbps,38297 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,79 ms,208 Mbps,26726 kB/s
