中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
141.147.41.171,443,163.123.193.4,DE,Frankfurt,隧道,86 ms,210 Mbps,26931 kB/s
141.144.207.57,443,2606:f240:f00:5a42:0:3699:1f1c:d734,US,Frankfurt,隧道,87 ms,178 Mbps,22835 kB/s
130.162.226.210,443,2a0b:21c0:1007:ca:0:e044:f5c1:34ed,DE,Frankfurt,隧道,86 ms,136 Mbps,17510 kB/s
132.145.9.34,443,2a0b:21c0:1007:1cb:0:af20:adec:f077,DE,Frankfurt,隧道,89 ms,176 Mbps,22630 kB/s
150.136.87.192,443,150.136.87.192,US,Ashburn,中转,4 ms,173 Mbps,22220 kB/s
130.162.33.140,443,2a0b:21c0:1007:1c7:0:a465:7d74:852e,DE,Frankfurt,隧道,86 ms,133 Mbps,17100 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,45 ms,78 Mbps,10035 kB/s
158.101.210.63,443,2a0b:21c0:1007:1c7:0:c10:7862:6255,DE,Frankfurt,隧道,87 ms,135 Mbps,17305 kB/s
193.123.60.208,443,2a0b:21c0:100a:1b6:0:b0b4:bcdf:beb,DE,Frankfurt,隧道,87 ms,128 Mbps,16384 kB/s
150.230.34.116,443,104.28.201.73,US,San Jose,隧道,75 ms,264 Mbps,33792 kB/s
158.101.202.159,443,2a0b:21c0:1007:c9:0:6e98:bdbc:1eec,DE,Frankfurt,隧道,86 ms,153 Mbps,19660 kB/s
129.146.220.190,443,129.146.220.190,US,Los Angeles,中转,65 ms,58 Mbps,7525 kB/s
193.123.56.181,443,163.123.193.8,DE,Frankfurt,隧道,88 ms,193 Mbps,24780 kB/s
158.101.205.57,443,2a0b:21c0:100a:1b6:0:f9fd:20e9:1009,DE,Frankfurt,隧道,91 ms,133 Mbps,17100 kB/s
141.147.52.189,443,98.98.166.174,AE,Frankfurt,隧道,89 ms,148 Mbps,19046 kB/s
141.147.115.22,443,2a0b:21c0:1007:cb:0:bd3a:3ad2:e545,DE,Frankfurt,隧道,94 ms,129 Mbps,16588 kB/s
143.47.242.35,443,2a0b:21c0:100a:1fa:0:959e:88d2:d7e3,DE,Frankfurt,隧道,99 ms,114 Mbps,14643 kB/s
193.122.51.107,443,2a0b:21c0:100a:1b1:0:f6eb:745b:3d4f,DE,Frankfurt,隧道,86 ms,118 Mbps,15155 kB/s
152.67.136.221,443,2606:f240:f00:6acf:0:1f2c:9222:ef32,US,Frankfurt,隧道,94 ms,193 Mbps,24780 kB/s
143.47.242.195,443,143.47.242.195,GB,London,中转,90 ms,47 Mbps,6051 kB/s
132.226.197.198,443,2a0b:21c0:100a:1b1:0:bb50:25e8:62e7,DE,Frankfurt,隧道,86 ms,128 Mbps,16384 kB/s
143.47.188.117,443,2a0b:21c0:1007:c7:0:6f91:1277:e7a6,DE,Frankfurt,隧道,86 ms,163 Mbps,20889 kB/s
152.67.140.67,443,2a0b:21c0:1007:1ca:0:df1d:1b9e:6e5c,DE,Frankfurt,隧道,143 ms,154 Mbps,19763 kB/s
158.101.175.51,443,158.101.175.51,DE,Frankfurt,中转,87 ms,41 Mbps,5322 kB/s
129.159.247.201,443,2a0b:21c0:100a:1b7:0:d50e:3442:e5e0,DE,Frankfurt,隧道,126 ms,124 Mbps,15974 kB/s
143.47.251.96,443,2a0b:21c0:1007:ca:0:3765:9c42:9b72,DE,Frankfurt,隧道,93 ms,214 Mbps,27443 kB/s
132.226.215.78,443,98.98.156.18,AE,Frankfurt,隧道,93 ms,132 Mbps,16896 kB/s
